canal,iso3,delay_USD_piracy,lost_USD_piracy,revenue_USD_piracy,reroute_USD_piracy,war_premium_USD_piracy,shipping_price_USD_piracy,total_loss_USD_piracy,delay_USD_geopolitical,lost_USD_geopolitical,revenue_USD_geopolitical,reroute_USD_geopolitical,war_premium_USD_geopolitical,shipping_price_USD_geopolitical,total_loss_USD_geopolitical,delay_USD_blockage,lost_USD_blockage,revenue_USD_blockage,reroute_USD_blockage,war_premium_USD_blockage,shipping_price_USD_blockage,total_loss_USD_blockage,delay_USD_drought,lost_USD_drought,revenue_USD_drought,reroute_USD_drought,war_premium_USD_drought,shipping_price_USD_drought,total_loss_USD_drought,delay_USD_EQ,lost_USD_EQ,revenue_USD_EQ,reroute_USD_EQ,war_premium_USD_EQ,shipping_price_USD_EQ,total_loss_USD_EQ,delay_USD_TC,lost_USD_TC,revenue_USD_TC,reroute_USD_TC,war_premium_USD_TC,shipping_price_USD_TC,total_loss_USD_TC,delay_USD_terrorist,lost_USD_terrorist,revenue_USD_terrorist,reroute_USD_terrorist,war_premium_USD_terrorist,shipping_price_USD_terrorist,total_loss_USD_terrorist,delay_USD_conflict,lost_USD_conflict,revenue_USD_conflict,reroute_USD_conflict,war_premium_USD_conflict,shipping_price_USD_conflict,total_loss_USD_conflict,total_loss_USD,total_delay_USD,total_rerouting_USD,total_lost_USD,total_revenue_USD,total_war_premium_USD,total_shipping_price_USD
Suez Canal,SAU,0.03794086791019855,5901.912786030885,88528691.79046328,49518218.72477476,46161389.29074157,74277328.08716214,258491529.84386864,0.1897043395509927,77989.56181540812,1169843427.2311218,654347890.2916665,577017366.1342696,981521835.4374998,3382808508.846077,0.18970433955099275,6323.477985033091,94852169.77549636,53055234.34797296,461613892.9074157,79582851.52195944,689110472.2205337,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.033165094327096634,1105.503144236554,16582547.163548311,9275390.62027499,20175432.382317115,13913085.930412486,59947561.63286223,0.06119494824225572,6799.438693583969,101991580.40375954,57048639.08384189,111680780.54211669,85572958.62576284,356300758.15536946,0.07588173582039712,8431.303980044122,126469559.70066184,70740312.46396394,369291114.3259326,106110468.69594592,672619886.5663662,5419278717.265078,0.5875913254019334,893985685.5324951,106551.19840433674,1598267976.065051,1585939975.5827932,1340978528.2987428
Bab el-Mandeb Strait,SAU,0.02074559349182518,4840.638481425875,72609577.22138813,30833630.12803253,37860708.12258095,46250445.192048796,187559201.3232774,0.11866479477324002,73176.62344349803,1097649351.6524704,466116391.4497718,541408126.1529076,699174587.1746577,2804421633.1719155,0.17979514359581822,8989.757179790911,134846357.69686365,57262455.95206042,656252274.1247365,85893683.92809063,934263761.6387262,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.18599497613360508,9299.748806680253,139496232.10020378,59237023.39868319,169720415.72191465,88855535.09802479,457318506.2536281,0.029965857265969707,4994.309544328285,74914643.16492426,31812475.528922454,82031534.26559207,47718713.29338368,236482360.59233266,0.07705506154106496,12842.510256844158,192637653.85266238,81803508.50294346,562501949.2497742,122705262.75441518,959661216.9471072,5579706679.926988,0.6122214268015231,727065484.9604139,114143.5877125675,1712153815.6885126,2049775007.637506,1090598227.440621
Strait of Hormuz,ARE,0.09323747757507926,16316.558575638875,244748378.6345831,140230002.17045385,127618797.43088974,210345003.25568077,722958498.1434206,0.4102449013303487,189738.2668652863,2846074002.9792943,1630674596.667849,1403806771.739787,2446011895.001774,8326757005.065814,0.48483488339041214,18181.308127140455,272719621.9071069,156256288.1327914,1327235493.2812536,234384432.1991871,1990614017.3133008,,0.0,0.0,0.0,,0.0,0.0,0.07129924755741356,325302.81698069937,4879542254.71049,2795762018.0621996,48795422.5471049,4193643027.0932994,11918068025.301374,0.6060436042380152,22726.63515892557,340899527.38388354,195320360.16598925,414761091.6503917,292980540.24898386,1243984246.690451,0.12120872084760304,15151.090105950383,227266351.58925572,130213573.44399284,248856654.990235,195320360.16598925,801672091.4007875,0.3030218021190076,37877.72526487595,568165878.9731393,325533933.60998213,1659044366.6015668,488300900.4149732,3041082957.627948,28045136841.5431,2.0898906370578794,5373990772.253258,625294.4010785169,9379416016.177752,5230118598.241229,8060986158.379888
Suez Canal,ARE,0.027873877349730153,4335.936476624691,65039047.14937036,36577206.12344596,33913217.442171685,54865809.18516894,190399615.86450744,0.13936938674865074,57296.30344111197,859444551.6166798,483341652.3455359,423915218.02714604,725012478.5183039,2491771196.950476,0.13936938674865076,4645.646224955025,69684693.37432538,39189863.7036921,339132174.4217169,58784795.55553815,506796172.8408669,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.024365277403610268,812.1759134536755,12182638.701805133,6851374.773372741,14822210.420529582,10277062.160059113,44134098.2560453,0.04495786669311315,4995.318521457017,74929777.82185525,42139638.39106676,82048106.71493149,63209457.58660014,262331975.87793297,0.05574775469946031,6194.194966606701,92912924.4991005,52253151.6049228,271305739.53737354,78379727.4073842,494857737.2994954,3990290797.089324,0.4316835496432154,660352886.9420363,78279.57554420907,1174193633.1631362,1165136666.5638692,990529330.4130545
Bab el-Mandeb Strait,ARE,0.012289565734364164,2867.5653380183053,43013480.07027458,17340771.76719453,22428457.4652146,26011157.650791798,108796734.53110309,0.07029631600056302,43349.39486701386,650240923.0052079,262142924.0577894,320726941.7525688,393214386.0866841,1626368524.3674135,0.10650956969782276,5325.478484891137,79882177.27336706,32204290.424789846,388759929.39705306,48306435.63718477,549158158.3173892,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.1101823134805063,5509.115674025315,82636735.11037973,33314783.198058456,100541361.05096202,49972174.797087684,266470563.3823442,0.01775159494963713,2958.5991582728543,44378987.37409282,17891272.45821658,48594991.17463163,26836908.687324874,137705118.31117576,0.04564695844192405,7607.826406987339,114117396.1048101,46006129.178271204,333222796.6260455,69009193.7674068,562363123.5485876,3250862222.4580135,0.3626763183048174,408900171.08432007,67617.97992920881,1014269698.9381322,1214274477.4664757,613350256.6264801
Strait of Hormuz,ISR,0.09466605370416227,16566.5593982284,248498390.97342595,143031467.26151368,129574161.0075721,214547200.8922705,735667786.7888465,0.416530636298314,192645.41928797026,2889681289.3195534,1663251633.5838876,1425315771.0832932,2494877450.3758316,8473318790.198384,0.4922634792616439,18459.88047231164,276898207.08467466,159377920.66282955,1347571274.4787502,239066880.99424434,2022932743.5932345,,0.0,0.0,0.0,,0.0,0.0,0.07239168812671233,330287.077078125,4954306156.171875,2851614756.9574895,49543061.56171875,4277422135.4362345,12133216397.276787,0.6153293490770548,23074.850590389553,346122758.8558433,199222400.8285369,421116023.2746094,298833601.24280536,1265317859.6677146,0.12306586981541097,15383.233726926372,230748505.90389553,132814933.88569129,252669613.9647656,199222400.82853693,815470837.9396822,0.3076646745385274,38458.08431731593,576871264.7597388,332037334.7142283,1684464093.0984375,498056002.0713424,3091467153.0357294,28537391568.500378,2.121911750821826,5481350447.894177,634875.1048712672,9523126573.069008,5310253998.469147,8222025671.841266
Suez Canal,ISR,0.021948000026034958,3414.133337383217,51212000.06074824,28330797.53267568,26703400.031675868,42496196.29901352,148745808.0793987,0.10974000013017479,45115.33338684964,676730000.8027446,374371253.1103571,333792500.3959484,561556879.6655357,1946495749.4177127,0.1097400001301748,3658.00000433916,54870000.06508741,30354425.927866794,267034000.3167587,45531638.891800195,397793723.31125736,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.01918531470807252,639.5104902690838,9592657.354036259,5306717.819557131,11671066.447410781,7960076.729335697,34531157.880015455,0.03540000004199187,3933.3333379990972,59000000.069986455,32639167.6643729,64605000.07663517,48958751.49655935,205206852.67629185,0.04389600005206993,4877.333339118881,73160000.08678322,40472567.90382239,213627200.25340697,60708851.85573359,387973497.4769813,3120746788.841657,0.33990931508851885,511474929.958652,61637.64389595908,924564658.4393861,917433167.5218358,767212394.937978
Bab el-Mandeb Strait,ISR,0.00901503796012756,2103.508857363098,31552632.860446468,12437057.849469645,16452444.277232798,18655586.774204466,79099825.27922578,0.051566017131929646,31799.043898023287,476985658.4703494,188012780.23298258,235269953.16442907,282019170.34947383,1182319361.3126988,0.07813032898777221,3906.516449388609,58597746.74082915,23097393.149015054,285175700.80536854,34646089.72352258,401520837.0133151,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.08082447826321262,4041.2239131606307,60618358.697409466,23893854.98173971,73752336.41518152,35840782.472609565,194109373.87167788,0.013021721497962034,2170.2869163270057,32554303.744905084,12831885.082786141,35646962.60067107,19247827.62417921,100283149.35247955,0.03348442670904523,5580.737784840871,83711066.77261308,32996275.927164365,244436314.9760302,49494413.89074655,410643652.33782345,2367976199.1672206,0.2660420105500493,293269247.22315747,49601.31781910351,744019767.2865527,890733712.2389132,439903870.8347362
Bab el-Mandeb Strait,ZAF,0.012471719722733898,2910.0679353045766,43651019.02956864,18720108.216169067,22760888.493989363,28080162.3242536,113215088.1443877,0.0713382368140379,43991.91270199004,659878690.5298506,282994550.20500153,325480705.46404797,424491825.30750227,1692889763.4904425,0.10808823759702714,5404.411879851356,81066178.19777034,34765915.25859969,394522067.229149,52148872.88789953,562508438.0933867,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.11181541820382118,5590.770910191058,83861563.65286587,35964739.92268934,102031569.11098683,53947109.88403401,275810573.45330167,0.018014706266171188,3002.4510443618647,45036765.665427975,19314397.36588872,49315258.40364363,28971596.04883308,142641019.95285246,0.04632353039872592,7720.588399787653,115808825.99681479,49665593.22657099,338161771.9106992,74498389.83985649,578142301.6086648,3365207184.7430353,0.3680518490025172,441425304.19491935,68620.20287148656,1029303043.0722983,1232272260.612516,662137956.292379
Suez Canal,ZAF,0.011084973959317481,1724.329282560497,25864939.238407455,15552320.942421937,13486718.3171696,23328481.413632907,78234184.25199944,0.055424869796587395,22785.779805263708,341786697.0789556,205512812.4534327,168583978.96462,308269218.6801491,1024175493.0123875,0.0554248697965874,1847.4956598862466,27712434.8982937,16663201.009737788,134867183.171696,24994801.51460668,204239468.14541894,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.009689662551850942,322.9887517283647,4844831.2759254705,2913147.0296744388,5894544.719042656,4369720.544511658,18022566.567595612,0.01787899025696368,1986.5544729959643,29798317.09493946,17917420.440578267,32629157.21895871,26876130.6608674,107223011.98769581,0.022169947918634966,2463.327546514996,36949913.19772493,22217601.346317053,107893746.53735682,33326402.01947558,200390126.45059085,1632284850.4156883,0.17167331427994187,280776503.2221622,31130.47551894978,466957132.78424656,463355328.9288438,421164754.8332433
Cape of Good Hope,ZAF,0.0,6490.582967358368,97358744.51037548,0.0,50765631.06612435,0.0,148130866.1594672,0.0,20862.588109366177,312938821.64049256,0.0,190371116.49796632,0.0,503330800.7265682,0.0,4172.517621873235,62587764.328098506,0.0,304593786.3967461,0.0,367185723.24246645,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,10431.294054683087,156469410.82024628,0.0,190371116.49796632,0.0,346850958.61226726,0.0,2781.678414582157,41725176.21873234,0.0,45689067.95951192,0.0,87417025.85665885,0.0,6954.196036455392,104312940.54683085,0.0,304593786.3967461,0.0,408913681.1396134,1861829055.7370415,0.0,0.0,51692.85720431842,775392858.0647762,1086384504.815061,0.0
Bab el-Mandeb Strait,NGA,0.007076642237843106,1651.2165221633911,24768247.83245087,9585540.118667949,12914872.084063666,14378310.178001923,61648621.43678321,0.04047839360046257,24961.676053618583,374425140.80427873,144905979.33677748,184682670.80211046,217358969.00516623,921397721.664865,0.06133089939464025,3066.5449697320123,45998174.54598018,17801717.363240477,223857782.7904369,26702576.044860713,314363317.3508189,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.06344575799445544,3172.2878997227713,47584318.49584157,18415569.686110836,57894254.16994058,27623354.52916625,151520669.2324047,0.010221816565773376,1703.6360942955628,25554541.41443344,9889842.979578044,27982222.848804615,14834764.469367066,78263075.35849927,0.02628467116913154,4380.778528188589,65711677.922828846,25431024.80462925,191878099.53466022,38146537.20694388,321171720.27387506,1848365125.317246,0.20883818096230627,226029674.28900403,38936.14006772091,584042101.0158136,699209902.2300165,339044511.4335061
Suez Canal,NGA,0.012260564964815158,1907.1989945268028,28607984.91790204,16557854.00822768,14917020.70719178,24836781.01234152,84921547.85691813,0.061302824824075786,25202.272427675605,378034086.41513413,218800213.68015143,186462758.83989725,328200320.52022713,1111522581.7891405,0.06130282482407579,2043.42749413586,30651412.4120379,17740557.865958225,149170207.0719178,26610836.798937336,224175057.63764822,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.010717277067146116,357.2425689048705,5358638.533573058,3101496.130412277,6519676.882513889,4652244.195618415,19632412.99540382,0.01977510478195993,2197.233864662215,32958507.969933227,19075868.673073363,36089566.22707688,28613803.009610042,116739943.13333328,0.02452112992963032,2724.5699921811465,40868549.88271721,23654077.154610973,119336165.65753426,35481115.73191646,219342633.0212922,1776334176.4337358,0.1898797263917031,298930067.51243395,34431.9453420865,516479180.1312975,512495395.3861319,448395101.2686509
Cape of Good Hope,NGA,0.0,5101.068568747114,76516028.5312067,0.0,39897643.44841492,0.0,116418773.04819037,0.0,16396.291828115718,245944377.42173576,0.0,149616162.93155596,0.0,395576936.64511985,0.0,3279.258365623144,49188875.48434715,0.0,239385860.69048953,0.0,288578015.4332023,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,8198.145914057859,122972188.71086788,0.0,149616162.93155596,0.0,272596549.7883379,0.0,2186.172243748763,32792583.65623144,0.0,35907879.10357343,0.0,68702648.93204862,0.0,5465.430609371907,81981459.1405786,0.0,239385860.69048953,0.0,321372785.2616775,1463245709.1085765,0.0,0.0,40626.3675296645,609395512.9449676,853809569.7960794,0.0
Panama Canal,ARG,0.03409454755212873,3671.7205056138628,55075807.58420794,52236221.6359804,28718099.668908425,78354332.4539706,214388133.09766752,0.08117749417173505,18733.267885785008,280999018.2867752,266511334.87745094,170941069.45778823,399767002.3161764,1118237158.287254,0.17047273776064362,3933.986256014852,59009793.84022278,55967380.324264705,287180996.68908423,83951070.48639706,486113175.49669755,0.005625600346101239,10818.462204040847,162276933.06061268,153910295.89172798,2369243.222684945,230865443.83759198,549432734.4804472,0.02727563804170298,76581.59911708914,1148723986.756337,1089498336.9790199,11487239.867563369,1634247505.4685297,3884033650.6978426,0.5455127608340596,12588.756019247527,188831340.28871292,179095617.0376471,229744797.3512674,268643425.55647063,866327769.53563,0.027275638041702983,2098.1260032079217,31471890.04811882,29849269.506274518,34461719.602690116,44773904.259411775,140558881.56977406,0.03896519720243282,2997.322861725602,44959842.92588403,42641813.58039216,131282741.34358136,63962720.37058824,282850115.5822727,7541941618.747585,0.9303996139505071,1869710269.8327575,131423.24085272473,1971348612.7908714,896185907.203568,2804565404.749137
Gibraltar Strait,ARG,,0.0,0.0,0.0,,0.0,0.0,0.014024955960712241,10518.716970534184,157780754.5580127,39986122.4603057,95983292.3561244,59979183.69045855,353739871.7958968,0.028049911921424482,2103.7433941068366,31556150.911602538,7997224.49206114,153573267.76979905,11995836.738091711,205124583.68299845,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.014024955960712241,1051.8716970534183,15778075.455801269,3998612.24603057,19196658.47122488,5997918.3690458555,44972316.42782459,0.002804991192142449,701.2477980356123,10518716.970534181,2665741.497353714,11517995.082734931,3998612.246030571,28701767.047256425,0.004007130274489211,1001.7825686223032,15026738.529334543,3808202.139076733,43878076.50565687,5712303.2086151,68426322.169259,700964861.1232353,0.06291194530948063,58455902.83482785,15377.362428352357,230660436.42528522,324149290.18554014,87683854.25224178
Strait of Malacca,THA,0.23946218549653012,33524.70596951422,502870589.54271334,321896067.4640512,262211093.1187005,482844101.19607675,1569855376.2669735,0.36840336230235404,110521.00869070619,1657815130.360593,1061195826.8045641,1008504204.3026942,1591793740.2068462,5319419423.051792,0.47892437099306023,14367.731129791806,215515966.9468771,137955457.48459336,1048844372.474802,206933186.22689003,1609263351.3432167,,0.0,0.0,0.0,,0.0,0.0,0.13683553456944578,499449.7011784771,7491745517.677156,4795594474.464435,74917455.17677157,7193391711.696651,19556148608.853027,1.915697483972241,57470.92451916722,862063867.7875084,551821829.9383734,1048844372.474802,827732744.9075601,3290520287.9484606,0.09122368971296387,9122.368971296386,136835534.5694458,87590766.65688467,149834910.3535431,131386149.985327,505656484.0253956,0.18244737942592773,18244.737942592772,273671069.1388916,175181533.31376934,799119521.8855634,262772299.970654,1510762669.2292683,33361626200.718132,3.412994006472523,7131235956.126672,742701.1784015457,11140517676.023186,4392275929.786877,10696853934.190006
South China Sea,THA,0.05842514506170693,10224.400385798714,153366005.78698072,74219117.84777094,79969417.30321136,111328676.77165642,418893442.1684303,0.29212572530853465,109547.14699070051,1643207204.8605075,795204834.08326,999617716.2901422,1192807251.12489,4630946553.797916,0.26291315277768124,9859.243229163045,147888648.43744567,71568435.06749341,719724755.7289023,107352652.60124011,1046544351.341224,,0.0,0.0,0.0,,0.0,0.0,0.06572828819442031,299885.3148870426,4498279723.305639,2176873233.3029246,44982797.233056396,3265309849.9543867,9985745489.176622,0.8089635470082497,30336.133012809365,455041995.1921404,220210569.4384412,553634427.483771,330315854.1576618,1559233183.2139907,0.060094434920612845,7511.804365076607,112677065.47614907,54528331.47999498,123381386.69638322,81792497.21999247,372386792.73697925,0.0956047828282477,11950.597853530964,179258967.80296445,86749618.26362838,523436185.9846563,130124427.39544258,919581150.14015,18933330962.57531,1.6438550760994532,3479354139.4835134,479314.6407241218,7189719610.861827,3044746686.7201223,5219031209.22527
Taiwan Strait,THA,0.025023219640903125,7006.501499452875,105097522.49179313,35051278.07753446,54800851.013577834,52576917.116301686,247533575.2257298,0.1668214642726875,100092.87856361247,1501393178.454187,500732543.96477795,913347516.892964,751098815.9471669,3666672148.304481,0.1668214642726875,10009.287856361247,150139317.8454187,50073254.396477796,730678013.514371,75109881.5947167,1006010476.805662,,0.0,0.0,0.0,,0.0,0.0,0.03336429285453749,243559.3378381237,3653390067.5718555,1218449190.3142931,36533900.67571855,1827673785.4714398,6736290503.404509,0.333642928545375,20018.575712722493,300278635.6908374,100146508.79295559,365339006.7571855,150219763.1894334,916003933.3397675,0.03336429285453749,6672.858570907498,100092878.56361246,33382169.597651865,109601702.02715567,50073254.396477796,293156677.476833,0.05004643928180625,10009.28785636125,150139317.84541872,50073254.3964778,438406808.10862267,75109881.5947167,713739271.2831386,13579406585.84012,0.8090841017225343,1987908199.5401685,397368.72789754154,5960530918.463123,2648707798.9895954,2981862299.310253
Korea Strait,THA,0.007868685621232838,3672.0532899086584,55080799.34862988,10528466.682186257,28720702.51749986,15792700.023279386,110126340.63275397,0.02950757107962314,29507.571079623136,442613566.1943471,84603750.12471098,269256586.1015612,126905625.18706647,923409035.2082728,0.03934342810616419,3934.3428106164183,59015142.15924627,11280500.01662813,287207025.1749986,16920750.024942193,374427351.75796926,,0.0,0.0,0.0,,0.0,0.0,0.006557238017694032,79779.72921527737,1196695938.2291605,228743472.55940372,11966959.382291608,343115208.8391056,1780601358.745734,0.06557238017694031,6557.238017694031,98358570.26541047,18800833.36104688,119669593.82291609,28201250.04157032,265036804.79453385,0.005901514215924628,1967.1714053082096,29507571.07962314,5640250.008314065,32310790.33218734,8460375.012471097,75920953.60990246,0.009442422745479406,3147.474248493135,47212113.72739703,9024400.013302505,137859372.08399937,13536600.019953758,207635633.32834357,3737157478.07751,0.16419323996305857,368621672.7655926,128565.58006692097,1928483701.0038145,886991029.415454,552932509.1483887
Strait of Malacca,VNM,0.20716414530173424,29002.980342242798,435044705.1336419,274922840.69171464,226844739.10539898,412384261.03757197,1349225549.155834,0.3187140696949758,95614.22090849272,1434213313.6273906,906339035.2474107,872479765.789996,1359508552.871116,4572636282.075536,0.4143282906034685,12429.848718104056,186447730.7715608,117824074.5821634,907378956.4215959,176736111.8732451,1388399303.9116116,,0.0,0.0,0.0,,0.0,0.0,0.118379511600991,432085.2173436172,6481278260.154256,4095789259.2847276,64812782.60154256,6143683888.927092,16785996276.303343,1.657313162413874,49719.394872416226,745790923.0862432,471296298.3286536,907378956.4215959,706944447.4929804,2831460346.3816586,0.07891967440066067,7891.967440066067,118379511.600991,74808936.24264343,129625565.20308512,112213404.36396515,435035309.4570445,0.15783934880132133,15783.934880132134,236759023.201982,149617872.48528686,691336347.7497873,224426808.7279303,1302155836.257706,28664908903.54273,2.9526582028170254,6090598316.862599,642527.5645050711,9637913467.576065,3799857113.293002,9135897475.293901
South China Sea,VNM,0.0407432085292214,7130.061492613746,106950922.38920619,56920167.99243267,55767266.674371794,85380251.98864901,305025739.14689547,0.20371604264610702,76393.51599229014,1145902739.884352,609858942.7760643,697090833.4296474,914788414.1640964,3367717323.9738684,0.1833444383814963,6875.416439306111,103131246.58959167,54887304.84984578,501905400.0693462,82330957.27476868,742261784.3833361,,0.0,0.0,0.0,,0.0,0.0,0.045836109595374076,209127.25002889422,3136908750.4334135,1669488855.849476,31369087.504334137,2504233283.7742143,7342209104.857304,0.564136733481527,21155.127505557266,317326912.58335894,168884014.92260242,386081076.9764201,253326022.38390362,1125639182.5579276,0.041907300201484865,5238.412525185609,78576187.87778413,41818898.933215834,86040925.72617361,62728348.399823755,269169599.3914298,0.06667070486599866,8333.838108249833,125007571.62374747,66530066.48466157,365022109.1413427,99795099.72699235,656363180.8815231,13808385915.192286,1.1463545377012094,2668388251.808298,334253.62209209695,5013804331.3814535,2123276699.521636,4002582377.7124476
Taiwan Strait,VNM,0.021267647070376882,5954.941179705528,89324117.69558291,28238660.212763514,46576147.08412537,42357990.31914527,206502870.27406442,0.14178431380251255,85070.58828150753,1276058824.2226126,403409431.6109072,776269118.0687561,605114147.4163609,3060936592.0487027,0.14178431380251255,8507.058828150752,127605882.42226127,40340943.161090724,621015294.4550049,60511414.74163608,849482041.9806054,,0.0,0.0,0.0,,0.0,0.0,0.028356862760502508,207005.09815166835,3105076472.2750244,981629616.9198742,31050764.722750247,1472444425.3798113,5590408284.423969,0.2835686276050251,17014.117656301503,255211764.84452254,80681886.32218145,310507647.22750247,121022829.48327217,767441142.2787036,0.028356862760502508,5671.372552100503,85070588.28150752,26893962.10739382,93152294.16825074,40340943.16109073,245463459.11915177,0.042535294140753764,8507.058828150752,127605882.42226127,40340943.161090724,372609176.67300296,60511414.74163608,601075924.0993545,11321310314.22455,0.6876539219421859,1601535443.4953015,337730.23547758494,5065953532.163773,2251180442.3993926,2402303165.242953
Korea Strait,VNM,0.007613756080279764,3553.0861707972235,53296292.561958365,11216992.734731924,27790209.693021137,16825489.102097884,109132537.18559386,0.028551585301049117,28551.585301049112,428273779.5157367,90136548.76123865,260533215.87207317,135204823.14185798,914176918.9047592,0.03806878040139882,3806.8780401398817,57103170.60209822,12018206.501498485,277902096.93021137,18027309.75224773,365054590.7021647,,0.0,0.0,0.0,,0.0,0.0,0.00634479673356647,77195.02692505872,1157925403.8758807,243702520.72483045,11579254.038758807,365553781.0872457,1778838154.7599854,0.0634479673356647,6344.796733566471,95171951.00349705,20030344.169164144,115792540.38758808,30045516.253746215,261046696.67417702,0.005710317060209824,1903.4390200699413,28551585.301049113,6009103.250749244,31263985.90464878,9013654.876123866,74840232.77730139,0.009136507296335718,3045.5024321119054,45682536.48167858,9614565.20119879,133393006.52650149,14421847.801798185,203115001.52274567,3706204132.526727,0.1588737102085044,392728281.3434117,124400.31462279326,1866004719.341899,858254309.3528028,589092422.0151176
Strait of Malacca,MYS,0.28690804673655984,40167.12654311837,602506898.1467756,420004855.3389858,314164311.176533,630007283.0084786,1966723515.0842242,0.4413969949793227,132419.09849379683,1986286477.4069521,1384631391.2274256,1208324273.755896,2076947086.8411384,6656321648.771303,0.5738160934731197,17214.482804193587,258217242.0629038,180002080.8595653,1256657244.706132,270003121.28934795,1964896903.974569,,0.0,0.0,0.0,,0.0,0.0,0.16394745527803414,598408.2117648247,8976123176.47237,6257215191.784889,89761231.7647237,9385822787.677334,24709520796.075027,2.2952643738924787,68857.93121677435,1032868968.2516152,720008323.4382612,1256657244.706132,1080012485.1573918,4089615881.7798815,0.10929830351868944,10929.830351868944,163947455.27803415,114287035.46639067,179522463.52944738,171430553.199586,629198437.4131083,0.21859660703737888,21859.66070373789,327894910.5560683,228574070.93278134,957453138.8237195,342861106.399172,1856805086.5910416,41873082269.689156,4.089227874915584,9304722949.0483,889856.3418783147,13347845128.174719,5262539908.462584,13957084423.57245
South China Sea,MYS,0.08095872190777063,14167.776333859862,212516645.00789794,116341377.73570353,110812250.61126104,174512066.6035553,614196507.8157104,0.4047936095388532,151797.60357706994,2276964053.6560493,1246514761.4539664,1385153132.6407633,1869772142.1809497,6778555887.9401,0.36431424858496786,13661.784321936293,204926764.8290444,112186328.53085697,997310255.5013494,168279492.79628545,1482716503.8061724,,0.0,0.0,0.0,,0.0,0.0,0.09107856214624196,415545.939792229,6233189096.883434,3412334159.4802327,62331890.96883434,5118501239.220349,14826771932.583721,1.1209669187229778,42036.25945211167,630543891.7816751,345188703.17186755,767161735.001038,517783054.7578013,2260719422.092801,0.08327182824799265,10408.97853099908,156134677.9649862,85475297.92827196,170967472.3716599,128212946.89240795,540800804.2191288,0.13247790857635194,16559.738572043992,248396078.58065987,135983428.52225086,725316549.455527,203975142.78337628,1313687759.212864,27817448817.670494,2.277861797725156,5454024056.823151,664178.0805802497,9962671208.703749,4219053286.550433,8181036085.234726
Taiwan Strait,MYS,0.033766901496879415,9454.73241912624,141820986.28689355,47611902.16093681,73949514.27816592,71417853.24140522,334809710.7335875,0.22511267664586276,135067.60598751766,2026014089.812765,680170030.8705258,1232491904.6360989,1020255046.3057888,4959066139.456279,0.22511267664586276,13506.760598751767,202601408.98127648,68017003.08705257,985993523.708879,102025504.63057885,1358650947.3934982,,0.0,0.0,0.0,,0.0,0.0,0.045022535329172546,328664.5079029597,4929967618.5443945,1655080408.451613,49299676.18544395,2482620612.6774197,9117296980.411797,0.4502253532917255,27013.521197503534,405202817.96255296,136034006.17410514,492996761.8544395,204051009.2611577,1238311609.223678,0.045022535329172546,9004.507065834512,135067605.98751768,45344668.724701725,147899028.55633184,68017003.08705258,396337310.9076922,0.06753380299375883,13506.760598751767,202601408.9812765,68017003.08705258,591596114.2253274,102025504.63057888,964253537.7523679,18368726235.878902,1.0917964817324344,2700275022.5559883,536218.3957704452,8043275936.556677,3574226523.4446864,4050412533.8339815
Korea Strait,MYS,0.010720609450799595,5002.951077039811,75044266.15559718,16015354.419984825,39130224.495418526,24023031.629977237,154217879.6627754,0.04020228544049849,40202.28544049848,603034281.6074772,128694812.30344945,366845854.64454865,193042218.45517418,1291657369.3362923,0.053603047253997976,5360.3047253997975,80404570.88099694,17159308.307126593,391302244.95418525,25738962.460689887,514610446.96132714,,0.0,0.0,0.0,,0.0,0.0,0.008933841208999663,108695.06804282923,1630426020.6424384,347952640.6722893,16304260.206424385,521928961.00843394,2516720577.6065626,0.08933841208999664,8933.841208999662,134007618.13499494,28598847.178544328,163042602.06424385,42898270.76781649,368556272.076147,0.008040457088099697,2680.152362699899,40202285.440498486,8579654.153563296,44021502.55734584,12869481.230344944,105675603.54215571,0.012864731340959518,4288.243780319839,64323656.704797566,13727446.645701278,187825077.57800895,20591169.96855192,286471639.15370476,5237909788.338964,0.2237033838733516,560728063.680659,175162.84663778672,2627442699.5668006,1208471766.5001755,841092095.5209886
